dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby
tArf2JT2OGN,201610,Aqw6Dbpsjk6,g7Lh5zbS2En,OdLHu28BL28,98,felix
lgfAGuYAdPZ,201610,hSKpgCPZYm2,p8KHSw07YH1,NbvMUkJmS5N,40,felix
uAlw1jSa1Az,201610,hSKpgCPZYm2,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,hSKpgCPZYm2,cJKLG2tjEmO,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,hSKpgCPZYm2,g7Lh5zbS2En,NbvMUkJmS5N,9,felix
lgfAGuYAdPZ,201610,rEvhUeeIBNg,p8KHSw07YH1,NbvMUkJmS5N,210,felix
zpJjBI4BewR,201610,rEvhUeeIBNg,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,rEvhUeeIBNg,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,rEvhUeeIBNg,cJKLG2tjEmO,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,rEvhUeeIBNg,g7Lh5zbS2En,NbvMUkJmS5N,9,felix
lgfAGuYAdPZ,201610,PqsRn07KCKv,p8KHSw07YH1,NbvMUkJmS5N,258,felix
zpJjBI4BewR,201610,PqsRn07KCKv,p8KHSw07YH1,NbvMUkJmS5N,2,felix
uAlw1jSa1Az,201610,PqsRn07KCKv,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,PqsRn07KCKv,cJKLG2tjEmO,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,PqsRn07KCKv,g7Lh5zbS2En,NbvMUkJmS5N,28,felix
lgfAGuYAdPZ,201610,wDMlEPzlByw,p8KHSw07YH1,NbvMUkJmS5N,21,felix
lgfAGuYAdPZ,201610,wDMlEPzlByw,lbCDtnQRrh6,NbvMUkJmS5N,7,felix
uAlw1jSa1Az,201610,wDMlEPzlByw,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,wDMlEPzlByw,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,wDMlEPzlByw,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
lgfAGuYAdPZ,201610,gMmgEY1hq3W,p8KHSw07YH1,NbvMUkJmS5N,70,felix
lgfAGuYAdPZ,201610,gMmgEY1hq3W,lbCDtnQRrh6,NbvMUkJmS5N,70,felix
zpJjBI4BewR,201610,gMmgEY1hq3W,p8KHSw07YH1,NbvMUkJmS5N,5,felix
zpJjBI4BewR,201610,gMmgEY1hq3W,lbCDtnQRrh6,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,IXiFtNKHo5f,p8KHSw07YH1,OdLHu28BL28,1,felix
lgfAGuYAdPZ,201610,IXiFtNKHo5f,lbCDtnQRrh6,OdLHu28BL28,2,felix
tArf2JT2OGN,201610,IXiFtNKHo5f,g7Lh5zbS2En,OdLHu28BL28,3,felix
lgfAGuYAdPZ,201610,oau2wlYZlO3,p8KHSw07YH1,OdLHu28BL28,217,felix
lgfAGuYAdPZ,201610,oau2wlYZlO3,lbCDtnQRrh6,OdLHu28BL28,1004,felix
zpJjBI4BewR,201610,oau2wlYZlO3,lbCDtnQRrh6,OdLHu28BL28,7,felix
uAlw1jSa1Az,201610,oau2wlYZlO3,g7Lh5zbS2En,OdLHu28BL28,3,felix
tArf2JT2OGN,201610,oau2wlYZlO3,cJKLG2tjEmO,OdLHu28BL28,3,felix
tArf2JT2OGN,201610,oau2wlYZlO3,g7Lh5zbS2En,OdLHu28BL28,36,felix
lgfAGuYAdPZ,201610,Kj2rML8tFk2,p8KHSw07YH1,OdLHu28BL28,8,felix
lgfAGuYAdPZ,201610,Kj2rML8tFk2,lbCDtnQRrh6,OdLHu28BL28,688,felix
zpJjBI4BewR,201610,Kj2rML8tFk2,lbCDtnQRrh6,OdLHu28BL28,19,felix
uAlw1jSa1Az,201610,Kj2rML8tFk2,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,Kj2rML8tFk2,g7Lh5zbS2En,OdLHu28BL28,19,felix
tArf2JT2OGN,201610,Kj2rML8tFk2,cJKLG2tjEmO,OdLHu28BL28,4,felix
tArf2JT2OGN,201610,Kj2rML8tFk2,g7Lh5zbS2En,OdLHu28BL28,44,felix
lgfAGuYAdPZ,201610,uBIn3KIzOjH,p8KHSw07YH1,NbvMUkJmS5N,3,felix
lgfAGuYAdPZ,201610,uBIn3KIzOjH,lbCDtnQRrh6,NbvMUkJmS5N,108,felix
zpJjBI4BewR,201610,uBIn3KIzOjH,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
uAlw1jSa1Az,201610,uBIn3KIzOjH,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,uBIn3KIzOjH,cJKLG2tjEmO,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,uBIn3KIzOjH,g7Lh5zbS2En,NbvMUkJmS5N,22,felix
lgfAGuYAdPZ,201610,I3Z2QMRd8GN,p8KHSw07YH1,NbvMUkJmS5N,288,felix
lgfAGuYAdPZ,201610,I3Z2QMRd8GN,lbCDtnQRrh6,NbvMUkJmS5N,125,felix
zpJjBI4BewR,201610,I3Z2QMRd8GN,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
uAlw1jSa1Az,201610,I3Z2QMRd8GN,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,I3Z2QMRd8GN,cJKLG2tjEmO,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,I3Z2QMRd8GN,g7Lh5zbS2En,NbvMUkJmS5N,24,felix
lgfAGuYAdPZ,201610,dkMPYVAjhuZ,p8KHSw07YH1,NbvMUkJmS5N,80,felix
lgfAGuYAdPZ,201610,dkMPYVAjhuZ,lbCDtnQRrh6,NbvMUkJmS5N,41,felix
zpJjBI4BewR,201610,dkMPYVAjhuZ,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,dkMPYVAjhuZ,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,dkMPYVAjhuZ,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,dkMPYVAjhuZ,g7Lh5zbS2En,NbvMUkJmS5N,6,felix
lgfAGuYAdPZ,201610,N6QKL5g4WvL,p8KHSw07YH1,NbvMUkJmS5N,14,felix
lgfAGuYAdPZ,201610,RyQbZJtodC2,p8KHSw07YH1,NbvMUkJmS5N,2,felix
lgfAGuYAdPZ,201610,RyQbZJtodC2,lbCDtnQRrh6,NbvMUkJmS5N,5,felix
lgfAGuYAdPZ,201610,jQB1cLLFmMu,p8KHSw07YH1,NbvMUkJmS5N,17,felix
lgfAGuYAdPZ,201610,UUbhK0ZeTTz,p8KHSw07YH1,OdLHu28BL28,11,felix
lgfAGuYAdPZ,201610,UUbhK0ZeTTz,lbCDtnQRrh6,OdLHu28BL28,31,felix
uAlw1jSa1Az,201610,UUbhK0ZeTTz,g7Lh5zbS2En,OdLHu28BL28,2,felix
tArf2JT2OGN,201610,UUbhK0ZeTTz,cJKLG2tjEmO,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,UUbhK0ZeTTz,g7Lh5zbS2En,OdLHu28BL28,18,felix
lgfAGuYAdPZ,201610,RUhEEE3keZi,p8KHSw07YH1,NbvMUkJmS5N,288,felix
lgfAGuYAdPZ,201610,RUhEEE3keZi,lbCDtnQRrh6,NbvMUkJmS5N,72,felix
uAlw1jSa1Az,201610,RUhEEE3keZi,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,RUhEEE3keZi,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,RUhEEE3keZi,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
lgfAGuYAdPZ,201610,zAPJPYf65xo,p8KHSw07YH1,NbvMUkJmS5N,201,felix
uAlw1jSa1Az,201610,zAPJPYf65xo,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,zAPJPYf65xo,cJKLG2tjEmO,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,zAPJPYf65xo,g7Lh5zbS2En,NbvMUkJmS5N,16,felix
lgfAGuYAdPZ,201610,e0eHfNQ5SwY,p8KHSw07YH1,NbvMUkJmS5N,17,felix
uAlw1jSa1Az,201610,e0eHfNQ5SwY,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,e0eHfNQ5SwY,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
lgfAGuYAdPZ,201610,oOTlEQDd1sS,lbCDtnQRrh6,NbvMUkJmS5N,3,felix
uAlw1jSa1Az,201610,oOTlEQDd1sS,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,oOTlEQDd1sS,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,tYreNwfQXSU,p8KHSw07YH1,NbvMUkJmS5N,14,felix
uAlw1jSa1Az,201610,tYreNwfQXSU,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,tYreNwfQXSU,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,tYreNwfQXSU,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
lgfAGuYAdPZ,201610,qKdYg7mljtU,lbCDtnQRrh6,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,qKdYg7mljtU,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,jUWR9B4l4ze,lbCDtnQRrh6,NbvMUkJmS5N,10,felix
tArf2JT2OGN,201610,jUWR9B4l4ze,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,oT7VzeRbscK,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,oT7VzeRbscK,g7Lh5zbS2En,NbvMUkJmS5N,6,felix
lgfAGuYAdPZ,201610,JlDeIU6h4cv,p8KHSw07YH1,NbvMUkJmS5N,42,felix
zpJjBI4BewR,201610,JlDeIU6h4cv,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,JlDeIU6h4cv,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,JlDeIU6h4cv,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
lgfAGuYAdPZ,201610,NCEgLpQqqXx,p8KHSw07YH1,NbvMUkJmS5N,12,felix
lgfAGuYAdPZ,201610,NCEgLpQqqXx,lbCDtnQRrh6,NbvMUkJmS5N,3,felix
zpJjBI4BewR,201610,NCEgLpQqqXx,p8KHSw07YH1,NbvMUkJmS5N,3,felix
uAlw1jSa1Az,201610,NCEgLpQqqXx,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,NCEgLpQqqXx,cJKLG2tjEmO,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,NCEgLpQqqXx,g7Lh5zbS2En,NbvMUkJmS5N,14,felix
lgfAGuYAdPZ,201610,YOpPEFgUxtx,p8KHSw07YH1,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,F9IW97vowsp,p8KHSw07YH1,NbvMUkJmS5N,706,felix
zpJjBI4BewR,201610,F9IW97vowsp,p8KHSw07YH1,NbvMUkJmS5N,5,felix
uAlw1jSa1Az,201610,F9IW97vowsp,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,F9IW97vowsp,g7Lh5zbS2En,NbvMUkJmS5N,8,felix
tArf2JT2OGN,201610,F9IW97vowsp,cJKLG2tjEmO,NbvMUkJmS5N,12,felix
tArf2JT2OGN,201610,F9IW97vowsp,g7Lh5zbS2En,NbvMUkJmS5N,143,felix
lgfAGuYAdPZ,201610,R43KcJMZGP3,lbCDtnQRrh6,NbvMUkJmS5N,10,felix
lgfAGuYAdPZ,201610,lYQGgd4vdRL,p8KHSw07YH1,NbvMUkJmS5N,160,felix
lgfAGuYAdPZ,201610,lYQGgd4vdRL,lbCDtnQRrh6,NbvMUkJmS5N,55,felix
zpJjBI4BewR,201610,lYQGgd4vdRL,lbCDtnQRrh6,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,lYQGgd4vdRL,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,lYQGgd4vdRL,cJKLG2tjEmO,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,lYQGgd4vdRL,g7Lh5zbS2En,NbvMUkJmS5N,17,felix
lgfAGuYAdPZ,201610,tgTvBHidA9a,p8KHSw07YH1,NbvMUkJmS5N,11,felix
lgfAGuYAdPZ,201610,tgTvBHidA9a,lbCDtnQRrh6,NbvMUkJmS5N,12,felix
uAlw1jSa1Az,201610,tgTvBHidA9a,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,tgTvBHidA9a,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,tgTvBHidA9a,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
uAlw1jSa1Az,201610,pKwQQQX1kLw,g7Lh5zbS2En,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,pKwQQQX1kLw,cJKLG2tjEmO,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,pKwQQQX1kLw,g7Lh5zbS2En,OdLHu28BL28,5,felix
lgfAGuYAdPZ,201610,rHml2a0WxtF,p8KHSw07YH1,NbvMUkJmS5N,8,felix
tArf2JT2OGN,201610,rZZoc2Xfu2H,g7Lh5zbS2En,OdLHu28BL28,2,felix
uAlw1jSa1Az,201610,tgcsqKSppEP,g7Lh5zbS2En,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,tgcsqKSppEP,cJKLG2tjEmO,OdLHu28BL28,2,felix
tArf2JT2OGN,201610,tgcsqKSppEP,g7Lh5zbS2En,OdLHu28BL28,8,felix
lgfAGuYAdPZ,201610,FebaIb9iFnK,p8KHSw07YH1,NbvMUkJmS5N,9,felix
lgfAGuYAdPZ,201610,FebaIb9iFnK,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,FebaIb9iFnK,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,tdbQWZgUmWn,p8KHSw07YH1,NbvMUkJmS5N,3,felix
lgfAGuYAdPZ,201610,tdbQWZgUmWn,lbCDtnQRrh6,NbvMUkJmS5N,5,felix
lgfAGuYAdPZ,201610,hiLD4yCxIAC,p8KHSw07YH1,NbvMUkJmS5N,8,felix
lgfAGuYAdPZ,201610,hiLD4yCxIAC,lbCDtnQRrh6,NbvMUkJmS5N,6,felix
tArf2JT2OGN,201610,hiLD4yCxIAC,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
lgfAGuYAdPZ,201610,p6OOqwGbiA0,p8KHSw07YH1,NbvMUkJmS5N,224,felix
uAlw1jSa1Az,201610,p6OOqwGbiA0,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,p6OOqwGbiA0,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,p6OOqwGbiA0,cJKLG2tjEmO,NbvMUkJmS5N,7,felix
tArf2JT2OGN,201610,p6OOqwGbiA0,g7Lh5zbS2En,NbvMUkJmS5N,46,felix
lgfAGuYAdPZ,201610,KkNGpcXwBOw,p8KHSw07YH1,NbvMUkJmS5N,4,felix
lgfAGuYAdPZ,201610,sTjTaryyIpU,p8KHSw07YH1,NbvMUkJmS5N,190,felix
lgfAGuYAdPZ,201610,sTjTaryyIpU,lbCDtnQRrh6,NbvMUkJmS5N,36,felix
zpJjBI4BewR,201610,sTjTaryyIpU,p8KHSw07YH1,NbvMUkJmS5N,1,felix
zpJjBI4BewR,201610,sTjTaryyIpU,lbCDtnQRrh6,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,sTjTaryyIpU,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,sTjTaryyIpU,cJKLG2tjEmO,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,sTjTaryyIpU,g7Lh5zbS2En,NbvMUkJmS5N,10,felix
lgfAGuYAdPZ,201610,VgkdbpChtIJ,p8KHSw07YH1,NbvMUkJmS5N,244,felix
lgfAGuYAdPZ,201610,VgkdbpChtIJ,lbCDtnQRrh6,NbvMUkJmS5N,98,felix
zpJjBI4BewR,201610,VgkdbpChtIJ,p8KHSw07YH1,NbvMUkJmS5N,3,felix
zpJjBI4BewR,201610,VgkdbpChtIJ,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
uAlw1jSa1Az,201610,VgkdbpChtIJ,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,VgkdbpChtIJ,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,VgkdbpChtIJ,cJKLG2tjEmO,NbvMUkJmS5N,6,felix
tArf2JT2OGN,201610,VgkdbpChtIJ,g7Lh5zbS2En,NbvMUkJmS5N,33,felix
lgfAGuYAdPZ,201610,Zt9yjhRMHo2,p8KHSw07YH1,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,Zt9yjhRMHo2,lbCDtnQRrh6,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,PkmRqxHGui2,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,nLISoUBRUAF,p8KHSw07YH1,NbvMUkJmS5N,521,felix
lgfAGuYAdPZ,201610,nLISoUBRUAF,lbCDtnQRrh6,NbvMUkJmS5N,195,felix
zpJjBI4BewR,201610,nLISoUBRUAF,lbCDtnQRrh6,NbvMUkJmS5N,4,felix
uAlw1jSa1Az,201610,nLISoUBRUAF,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,nLISoUBRUAF,g7Lh5zbS2En,NbvMUkJmS5N,8,felix
tArf2JT2OGN,201610,nLISoUBRUAF,cJKLG2tjEmO,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,nLISoUBRUAF,g7Lh5zbS2En,NbvMUkJmS5N,57,felix
lgfAGuYAdPZ,201610,P3f1rMxZYHL,p8KHSw07YH1,NbvMUkJmS5N,67,felix
uAlw1jSa1Az,201610,P3f1rMxZYHL,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,P3f1rMxZYHL,cJKLG2tjEmO,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,P3f1rMxZYHL,g7Lh5zbS2En,NbvMUkJmS5N,15,felix
tArf2JT2OGN,201610,tTjyLEUr0bY,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,TpILSUucrQK,lbCDtnQRrh6,OdLHu28BL28,12,felix
zpJjBI4BewR,201610,TpILSUucrQK,lbCDtnQRrh6,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,TpILSUucrQK,g7Lh5zbS2En,OdLHu28BL28,2,felix
tArf2JT2OGN,201610,TpILSUucrQK,g7Lh5zbS2En,OdLHu28BL28,4,felix
lgfAGuYAdPZ,201610,cdW1ZLgEiGL,p8KHSw07YH1,OdLHu28BL28,1,felix
lgfAGuYAdPZ,201610,cdW1ZLgEiGL,lbCDtnQRrh6,OdLHu28BL28,2,felix
zpJjBI4BewR,201610,cdW1ZLgEiGL,p8KHSw07YH1,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,cdW1ZLgEiGL,cJKLG2tjEmO,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,cdW1ZLgEiGL,g7Lh5zbS2En,OdLHu28BL28,6,felix
uAlw1jSa1Az,201610,HVOJPKtJhsG,g7Lh5zbS2En,OdLHu28BL28,3,felix
tArf2JT2OGN,201610,HVOJPKtJhsG,cJKLG2tjEmO,OdLHu28BL28,6,felix
tArf2JT2OGN,201610,HVOJPKtJhsG,g7Lh5zbS2En,OdLHu28BL28,50,felix
lgfAGuYAdPZ,201610,IIw7XjguWks,p8KHSw07YH1,OdLHu28BL28,7,felix
lgfAGuYAdPZ,201610,IIw7XjguWks,lbCDtnQRrh6,OdLHu28BL28,23,felix
uAlw1jSa1Az,201610,IIw7XjguWks,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,IIw7XjguWks,g7Lh5zbS2En,OdLHu28BL28,4,felix
tArf2JT2OGN,201610,IIw7XjguWks,cJKLG2tjEmO,OdLHu28BL28,8,felix
tArf2JT2OGN,201610,IIw7XjguWks,g7Lh5zbS2En,OdLHu28BL28,97,felix
lgfAGuYAdPZ,201610,T891NMxRzkg,p8KHSw07YH1,NbvMUkJmS5N,4,felix
lgfAGuYAdPZ,201610,HO8XXXER1ZS,p8KHSw07YH1,OdLHu28BL28,78,felix
lgfAGuYAdPZ,201610,HO8XXXER1ZS,lbCDtnQRrh6,OdLHu28BL28,232,felix
zpJjBI4BewR,201610,HO8XXXER1ZS,p8KHSw07YH1,OdLHu28BL28,1,felix
zpJjBI4BewR,201610,HO8XXXER1ZS,lbCDtnQRrh6,OdLHu28BL28,5,felix
uAlw1jSa1Az,201610,HO8XXXER1ZS,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,HO8XXXER1ZS,g7Lh5zbS2En,OdLHu28BL28,7,felix
tArf2JT2OGN,201610,HO8XXXER1ZS,cJKLG2tjEmO,OdLHu28BL28,5,felix
tArf2JT2OGN,201610,HO8XXXER1ZS,g7Lh5zbS2En,OdLHu28BL28,82,felix
lgfAGuYAdPZ,201610,IJkvjupt5A1,p8KHSw07YH1,NbvMUkJmS5N,15,felix
tArf2JT2OGN,201610,IJkvjupt5A1,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
lgfAGuYAdPZ,201610,ENlNLYthtQS,p8KHSw07YH1,NbvMUkJmS5N,75,felix
uAlw1jSa1Az,201610,ENlNLYthtQS,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,ENlNLYthtQS,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,ENlNLYthtQS,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
lgfAGuYAdPZ,201610,XIQZfo5zeey,p8KHSw07YH1,NbvMUkJmS5N,552,felix
lgfAGuYAdPZ,201610,XIQZfo5zeey,lbCDtnQRrh6,NbvMUkJmS5N,147,felix
zpJjBI4BewR,201610,XIQZfo5zeey,lbCDtnQRrh6,NbvMUkJmS5N,3,felix
uAlw1jSa1Az,201610,XIQZfo5zeey,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,XIQZfo5zeey,g7Lh5zbS2En,NbvMUkJmS5N,10,felix
tArf2JT2OGN,201610,XIQZfo5zeey,cJKLG2tjEmO,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,XIQZfo5zeey,g7Lh5zbS2En,NbvMUkJmS5N,33,felix
lgfAGuYAdPZ,201610,NgkwFloUQzn,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
lgfAGuYAdPZ,201610,G5ftbR0paKv,p8KHSw07YH1,NbvMUkJmS5N,104,felix
zpJjBI4BewR,201610,G5ftbR0paKv,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,G5ftbR0paKv,g7Lh5zbS2En,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,G5ftbR0paKv,cJKLG2tjEmO,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,G5ftbR0paKv,g7Lh5zbS2En,NbvMUkJmS5N,25,felix
lgfAGuYAdPZ,201610,hOau8qvbwLs,p8KHSw07YH1,NbvMUkJmS5N,22,felix
lgfAGuYAdPZ,201610,dtWdw8ogYzJ,p8KHSw07YH1,NbvMUkJmS5N,1181,felix
lgfAGuYAdPZ,201610,dtWdw8ogYzJ,lbCDtnQRrh6,NbvMUkJmS5N,663,felix
zpJjBI4BewR,201610,dtWdw8ogYzJ,p8KHSw07YH1,NbvMUkJmS5N,11,felix
zpJjBI4BewR,201610,dtWdw8ogYzJ,lbCDtnQRrh6,NbvMUkJmS5N,17,felix
uAlw1jSa1Az,201610,dtWdw8ogYzJ,cJKLG2tjEmO,NbvMUkJmS5N,3,felix
uAlw1jSa1Az,201610,dtWdw8ogYzJ,g7Lh5zbS2En,NbvMUkJmS5N,30,felix
tArf2JT2OGN,201610,dtWdw8ogYzJ,cJKLG2tjEmO,NbvMUkJmS5N,16,felix
tArf2JT2OGN,201610,dtWdw8ogYzJ,g7Lh5zbS2En,NbvMUkJmS5N,183,felix
lgfAGuYAdPZ,201610,Og5UEnRkvyU,p8KHSw07YH1,NbvMUkJmS5N,119,felix
uAlw1jSa1Az,201610,Og5UEnRkvyU,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,Og5UEnRkvyU,g7Lh5zbS2En,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,Og5UEnRkvyU,cJKLG2tjEmO,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,Og5UEnRkvyU,g7Lh5zbS2En,NbvMUkJmS5N,26,felix
lgfAGuYAdPZ,201610,CUebFxNlAzb,p8KHSw07YH1,NbvMUkJmS5N,7,felix
uAlw1jSa1Az,201610,CUebFxNlAzb,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,CUebFxNlAzb,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,CUebFxNlAzb,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
lgfAGuYAdPZ,201610,MhofOzTxrJu,p8KHSw07YH1,NbvMUkJmS5N,187,felix
zpJjBI4BewR,201610,MhofOzTxrJu,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,MhofOzTxrJu,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,MhofOzTxrJu,cJKLG2tjEmO,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,MhofOzTxrJu,g7Lh5zbS2En,NbvMUkJmS5N,9,felix
lgfAGuYAdPZ,201610,I36riCC6xbL,lbCDtnQRrh6,NbvMUkJmS5N,4,felix
lgfAGuYAdPZ,201610,BgoiUUOTCXI,lbCDtnQRrh6,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,BgoiUUOTCXI,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,ChDsrcDutpF,p8KHSw07YH1,NbvMUkJmS5N,3,felix
lgfAGuYAdPZ,201610,ChDsrcDutpF,lbCDtnQRrh6,NbvMUkJmS5N,5,felix
uAlw1jSa1Az,201610,ChDsrcDutpF,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,ChDsrcDutpF,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,extrfMeqcik,p8KHSw07YH1,NbvMUkJmS5N,128,felix
lgfAGuYAdPZ,201610,extrfMeqcik,lbCDtnQRrh6,NbvMUkJmS5N,64,felix
zpJjBI4BewR,201610,extrfMeqcik,lbCDtnQRrh6,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,extrfMeqcik,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,extrfMeqcik,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
